سردرد,و,سرگیجه,دارم,یک,دکتر,تو,سناباد,میخوام,,,,,,,,,,,,,,,,,,,,,,,,
پزشک,فوق,تخصص,گوارش,در,ایلام,معرفی,کنید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B-expertise,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پزشک,اورتوپد,خوب,در,صفاییه,یزد,کیه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,B-user-score,,B-neighborhood,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پزشک,گوارش,می,خوام,که,دردم,رو,بفهمه,نه,اینکه,تا,دارو,میخورم,حالم,خوب,باشه,بعد,از,اتمام,دارو,باز,ناراحتیم,برگشت,کنه,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,روانپزشک,خوب,معرفی,کنید,که,پولکی,نباشه,و,وقت,بذاره,و,تا,رفتی,تو,چهار,تا,قلم,داره,ننویسه,و,بذاره,حرفام,رو,بنویسم,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,متخصص,گوارش,می,خوام,که,آندوسکپی,می,خواد,بکنه,با,بیهوش,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,,,B-problem,,,,I-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,متخصص,چشم,که,استاد,دانشگاه,هم,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,جراحی,معرفی,می,کنی,که,زیر,میزی,نگیره,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,باتجربه,متخصص,کودکان,کرمان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-experience,,B-expertise,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,باحوصله,و,صبور,اعصاب,منطقه,آزادشهر,زاهدان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-moral,,B-moral,B-expertise,B-neighborhood,I-neighborhood,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,برای,آندوسکوپی,با,بی,هوشی,در,کلینیک,خصوصی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-problem,I-problem,I-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,پوست,خانم,ماهر,که,همه,دستگاه,های,لازم,رو,در,مطب,داشته,باشه,و,ارجاع,نده,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,B-gender,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,دندانپزشک,خانم,با,قیمت,مناسب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,B-gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
من,دنبال,یه,دکتر,میگردم,بدون,سهمیه,دکتر,شده,باشه,به,زبان,انگلیسی,هم,مسلط,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,متخصص,قلب,با,فلوشیپ,انژیوگرافی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,B-expertise,I-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بهترین,متخصصان,قلب,در,مشهد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-user-score,,I-expertise,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
متخصص,قلب,با,قرار,داد,با,بیمه,تکمیلی,اسیا,در,مشهد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,,,B-insurance,I-insurance,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پزشک,معروف,یا,کار,بلد,درمان,تیرویید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B-user-score,I-user-score,,B-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پزشک,معروف,کار,بلد,مرد,ریزش,مو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-user-score,I-user-score,B-gender,B-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بهترین,متخصص,پوست,در,مشهد,کیست,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-user-score,,B-expertise,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
چند,تا,از,بهترین,متخصص,های,اعصاب,در,مشهد,به,همراه,شماره,تماس,و,آدرس,معرفی,کنید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B-user-score,,,B-expertise,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
برای,مشکل,فشارخون,به,چه,تخصصی,مراجعه,کنم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
برای,مشکل,فشار,خون,یک,دکتر,خوب,معرفی,کن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-problem,I-problem,,,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
چشمهایم,تار,شده,به,چه,دکتری,مراجعه,کنم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بعد,از,فوتبال,رونم,درد,می,کنه,به,کی,مراجعه,کنم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دنبال,یک,رادیولوژیست,می,گردم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دنبال,یک,جراح,می,گردم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دنبال,یک,اورولوژیست,مرد,می,گردم,که,بهم,حس,بدی,نده,بهترین,مشهد,باشه,ارزون,باشه,و,آنلاین,هم,وقت,بده,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,B-gender,,,,,,,,B-user-score,B-city,,,,,B-neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,رادیولوژیست,خوش,برخورد,معرفی,کن,که,معطلی,نداشته,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,B-moral,I-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
برای,پسرم,یک,مرد,می,خوام,که,تو,دستگاه,گوارش,تخصص,داشته,باشه,و,بندر,انزلی,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B-gender,,,,,,B-expertise,,,,,B-city,I-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دخترم,قدش,بلند,نمی,شه,باید,به,کی,مراجعه,کنم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-problem,I-problem,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
برای,زنم,دنبال,یک,متخصص,زنان,می,گردم,که,مهربون,باشه,و,تجربش,زیاد,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B-expertise,,,,B-moral,,,B-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
زنم,رو,می,خوام,ببرم,سونوگرافی,یک,نفر,خوش,اخلاق,معرفی,کن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B-problem,,,B-moral,I-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
کمر,زنم,درد,می,کنه,می,خوام,ببرمش,پیش,ارتوپد,امتیازش,بالا,باشه,ملک,آباد,مشهد,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-problem,,I-problem,,,,,,,B-expertise,B-user-score,,,B-neighborhood,I-neighborhood,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,متخصص,انکولوژی,مهربان,معرفی,کن,مطبش,نزدیک,هوشیار,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,B-moral,,,,,B-neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
فکر,میکنم,کلیه,ام,درد,میکنه,دنبال,یک,متخصص,خوب,میگردم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-problem,,I-problem,,,,,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
قلبم,تیر,میکشه,متخصص,قلب,و,عروق,میشناسین,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-problem,I-problem,I-problem,,B-expertise,,I-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
خانومم,دست,و,پاهاش,درد,میکنه,یک,فیزیوتراپ,خوب,معرفی,کنید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-problem,,B-problem,I-problem,,,B-expertise,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
موهای,سرم,میریزه,متخصص,خوب,سراغ,دارید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-problem,,I-problem,,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
فراموشی,گرفتم,پیش,چه,دکتری,برم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بد,طوری,سرما,خوردم,گلوم,سرم,همه,جام,درد,میکنه,یک,دکتر,عمومی,متخصص,در,سرماخوردگی,میخوام,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-problem,I-problem,B-problem,B-problem,,,I-problem,,,,B-expertise,,,B-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بینایی,چشمم,کم,شده,یک,دکتر,خوب,سراغ,دارین,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-problem,,I-problem,,,,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دستم,بریده,کجای,تهران,برم,بخیه,بزنم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B-city,,B-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
توی,سینم,یه,غده,ای,در,اومده,کجای,سقز,برم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-problem,,I-problem,,,,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دلم,بد,جوری,درد,میکنه,فکر,میکنی,کجا,برم,تو,نیشابور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-problem,,,I-problem,,,,,,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
خوردم,زمین,استخون,رونم,شکسته,کدوم,دکتر,متخصص,رو,سراغ,دارین,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-problem,,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پام,رفته,زیر,چرخ,ماشین,کجا,برم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-problem,I-problem,I-problem,I-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
چشمام,سیاه,تاریکی,میکنه,متخصصش,توی,سبزوار,کیه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-problem,I-problem,I-problem,,,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دخترم,مشکل,نازایی,داره,بهترین,دکتر,های,ایران,در,این,زمینه,چه,کسایی,هستن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-problem,,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,دکتر,که,بد,اخلاق,نباشه,برای,دخترم,که,پنج,سالشه,و,لکنت,زبان,داره,معرفی,کن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B-moral,I-moral,,,,,,,,B-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پسرم,چند,ماهه,که,دستش,یک,زخم,داره,و,مدام,خونریزی,داره,میتونی,راهنمایی,کنی,پیش,چه,دکتری,ببرمش,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,B-problem,,I-problem,,,I-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
من,از,دو,ماه,پیش,که,سزما,خوردم,هنوز,گلو,درد,دارم,چیکار,کنم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,B-problem,I-problem,,B-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ی,دکتر,خیلی,خوب,میخوام,برا,عمل,بینی,دکتر,زیبایی,باشه,و,اینکه,خیلی,هم,گرون,نباشه,اما,همه,ازش,راضی,باشن,شلوغ,هم,نباشه,خیلی,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,B-problem,I-problem,,B-expertise,,,,,,,,,,,B-user-score,I-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
برای,جراحی,عمل,قلب,باز,بهترین,پزشکی,که,میتونی,پیشنهاد,بدی,رو,بده,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-problem,I-problem,I-problem,,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
گردن,درد,دارم,باید,به,چه,دکتری,مراجعه,کنم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
سلام,من,نیاز,دارم,که,به,یه,متخصص,مغز,و,اعصاب,مراجعه,کنم,لطفا,مواردی,رو,به,من,پیشنهاد,بده,که,بتونم,طی,یک,هفته,آینده,نوبت,بگیرم,و,به,پزشک,مراجععه,کنم,,,,,,,,,,,,,,,,,,,
,,,,,,,,B-expertise,I-expertise,I-expertise,,,,,,,,,,,,,B-first-available-appointment,I-first-available-appointment,I-first-available-appointment,,,,,,,,,,,,,,,,,,,,,,,,,,
سلام,من,برای,عمل,بینی,به,دنبال,یک,متخصص,گوش,و,حلق,و,بینی,هستم,تخصصش,زیبایی,نباشه,حتما,میخوام,متخصص,گوش,و,حلق,و,بینی,باشه,و,میخوام,که,دکتر,معروفی,باشه,و,رضایت,مراجعه,کننده,هاش,بالا,باشه,لطفا,پزشک,هایی,با,این,ویژگی,ها,رو,در,ساری,معرفی,کن
,,,B-problem,I-problem,,,,,B-expertise,I-expertise,I-expertise,I-expertise,B-gender,,,,,,,,B-expertise,I-expertise,I-expertise,I-expertise,I-expertise,,,,,,,,,B-user-score,,,,I-user-score,,,,,,,,,,,B-city,,
خانم,من,مشکل,تنفسی,داره,و,لازم,داره,که,پیوند,ریه,بشه,میتونی,راهنمایی,کنی,کجای,ایران,چه,دکتر,هایی,این,کار,رو,انجام,میدن,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B-problem,,,,,,B-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
فک,کنم,دیسک,کمر,دارم,لطفا,نزدیک,ترین,دکتر,توی,هوشیار,رو,معرفی,کن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-problem,I-problem,,,,,,,B-neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
برای,ریزش,موی,شدیدم,دنبال,یک,دکتر,با,تجربه,و,خوش,اخلاق,در,تهران,می,گردم,که,بتونه,به,خوبی,راهنماییم,کنه,.
O,B-problem,I-problem,O,O,O,O,O,B-experience,O,O,B-moral,O,B-city,O,O,O,O,O,O,O,O,O
یک,پزشک,گوارش,در,شیراز,می,خوام,که,به,جای,دادن,داروهای,موقتی,،,به,درمان,اصلی,مشکل,بپردازه,و,بتونه,به,درد,من,واقعاً,رسیدگی,کنه,.
O,O,B-expertise,O,B-city,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
دنبال,یک,دکتر,آقا,با,سابقه,و,ماهر,در,زمینه,رینوپلاستی,در,سمان,هستم,،,اما,کسی,غیر,از,دکتر,ناصری,صدر,،,پیشنهاد,می,دید,؟
O,O,O,B-gender,O,B-experience,O,B-user-score,O,O,B-expertise,O,B-city,O,O,O,O,O,O,O,O,O,O,O,O,O,O
برای,سنگ,کلیه,چندین,دکتر,رفتم,ولی,نتیجه,نگرفتم,،,حالا,دنبال,یک,دکتر,کاربلد,در,اصفهان,می,گردم,که,بتونه,مشکل,رو,حل,کنه,.
O,B-problem,I-problem,O,O,O,O,O,O,O,O,O,O,O,B-user-score,O,B-city,O,O,O,O,O,O,O,O,O
دنبال,یه,دکتر,ارتوپد,خانم,در,رشت,می,گردم,که,در,محدوده,معلم,مطب,داشته,باشه,و,اولین,نوبت,آزادش,سریع,باشه,.
O,O,O,B-expertise,B-gender,O,B-city,O,O,O,O,O,B-neighborhood,O,O,O,O,O,O,O,B-first-available-appointment,O,O
به,یک,متخصص,قلب,با,تجربه,در,کرمان,نیاز,دارم,که,بیمه,تامین,اجتماعی,رو,قبول,کنه,و,اخلاقش,هم,خوب,باشه,.
O,O,O,B-expertise,O,B-experience,O,B-city,O,O,O,O,B-insurance,I-insurance,O,O,O,O,B-moral,O,O,O,O
برای,مشکل,آلرژی,دنبال,یه,دکتر,خوب,در,تبریز,می,گردم,که,هم,وقت,آنلاین,بده,و,هم,مطبش,در,محدوده,ولیعصر,باشه,.
O,O,B-problem,O,O,O,B-user-score,O,B-city,O,O,O,O,O,B-online-or-in-person,O,O,O,O,O,O,B-neighborhood,O,O
یک,متخصص,زنان,در,مشهد,می,خوام,که,هم,تجربه,خوبی,در,زایمان,طبیعی,داشته,باشه,و,هم,بیمه,تکمیلی,قبول,کنه,.
O,O,B-expertise,O,B-city,O,O,O,O,B-experience,O,O,B-problem,I-problem,O,O,O,O,O,B-insurance,O,O,O
دنبال,یک,دکتر,پوست,در,اصفهان,هستم,که,در,درمان,لکه,های,پوستی,تخصص,داشته,باشه,و,هزینه,ویزیتش,هم,منصفانه,باشه,.
O,O,O,B-expertise,O,B-city,O,O,O,O,B-problem,O,I-problem,O,O,O,O,O,O,O,O,O,O
بهترین,دکتر,متخصص,اعصاب,که,تجربه,درمان,میگرن,های,شدید,رو,داشته,باشه,رو,می,شناسید,؟
B-user-score,O,O,B-expertise,O,B-experience,O,B-problem,O,O,O,O,O,O,O,O,O
دنبال,یک,دکتر,ارتوپد,هستم,که,تو,درمان,آسیب,های,ورزشی,تخصص,داشته,باشه,.
O,O,O,B-expertise,O,O,O,O,B-problem,O,I-problem,O,O,O,O
برای,درمان,ریزش,شدید,مو,یک,دکتر,پوست,خوب,و,با,تجربه,در,تهران,می,خواستم,.
O,O,B-problem,O,I-problem,O,O,B-expertise,B-user-score,O,O,B-experience,O,B-city,O,O,O
یک,پزشک,عمومی,با,حوصله,که,برای,چکاپ,کامل,وقت,بذاره,معرفی,می,کنید,؟
O,O,B-expertise,O,B-moral,O,O,B-problem,I-problem,O,O,O,O,O,O
دکتر,زنان,ماهر,که,در,زمینه,درمان,تنبلی,تخمدان,تخصص,داشته,باشه,رو,می,شناسید,؟
O,B-expertise,B-user-score,O,O,O,O,B-problem,I-problem,O,O,O,O,O,O,O
یک,دکتر,کودکان,خوب,که,توی,تشخیص,سریع,و,دقیق,بیماری,های,عفونی,بچه,ها,مهارت,داشته,باشه,می,خوام,.
O,O,B-expertise,B-user-score,O,O,O,O,O,O,B-problem,O,I-problem,O,O,B-user-score,O,O,O,O,O
دنبال,دکتر,دندانپزشکی,هستم,که,تو,عصب,کشی,تخصص,داشته,باشه,و,قیمت,منصفانه,ای,بگیره,.
O,O,B-expertise,O,O,O,B-problem,I-problem,O,O,O,O,O,O,O,O,O
دکتر,غدد,ماهر,که,بتونه,بیماری,دیابت,نوع,۲,رو,مدیریت,کنه,سراغ,دارید,؟
O,B-expertise,B-user-score,O,O,O,B-problem,I-problem,I-problem,O,O,O,O,O,O
به,دنبال,یک,دکتر,تغذیه,هستم,که,در,رژیم,های,کاهش,وزن,تخصص,داشته,باشه,.
O,O,O,O,B-expertise,O,O,O,B-expertise,O,I-expertise,I-expertise,O,O,O,O
یک,دکتر,قلب,خوب,که,در,زمینه,کنترل,فشار,خون,بالا,تجربه,زیادی,داشته,باشه,می,شناسید,؟
O,O,B-expertise,B-user-score,O,O,O,O,B-problem,I-problem,O,B-experience,O,O,O,O,O,O
برای,جراحی,زیبایی,بینی,به,دنبال,یک,دکتر,با,تجربه,و,مطمئن,در,تهران,هستم,،,کی,رو,پیشنهاد,می,دید,؟
O,B-expertise,I-expertise,I-expertise,O,O,O,O,O,B-experience,O,B-user-score,O,B-city,O,O,O,O,O,O,O,O
برای,تنظیم,یک,رژیم,غذایی,سالم,و,پایدار,به,یک,متخصص,تغذیه,ماهر,در,اصفهان,نیاز,دارم,.
O,O,O,B-expertise,I-expertise,O,O,O,O,O,O,B-expertise,B-user-score,O,B-city,O,O,O
یک,دکتر,چشم,پزشک,ماهر,در,تبریز,که,وقت,های,خالی,هم,داشته,باشه,معرفی,می,کنید,؟
O,O,B-expertise,I-expertise,B-user-score,O,B-city,O,B-first-available-appointment,O,o,O,O,O,O,O,O,O
دنبال,یک,دکتر,اطفال,خوب,در,کرج,هستم,که,بچه,ها,رو,خیلی,خوب,معاینه,کنه,و,وقت,بذاره,.
O,O,O,B-expertise,B-user-score,O,B-city,O,O,O,O,O,O,I-user-score,O,O,O,O,O,O
می,خوام,برای,مادرم,یک,دکتر,قلب,معتبر,در,تهران,پیدا,کنم,،,کی,رو,توصیه,می,کنید,؟
O,O,O,O,O,O,B-expertise,B-user-score,O,B-city,O,O,O,O,O,O,O,O,O
به,یک,دکتر,داخلی,خوب,در,شیراز,نیاز,دارم,که,بتونه,مشکلات,گوارشی,ام,رو,تشخیص,بده,و,درمان,کنه,.
O,O,O,B-expertise,B-user-score,O,B-city,O,O,O,O,B-problem,I-problem,O,O,O,O,O,O,O,O
دنبال,یک,دکتر,زنان,ماهر,در,مشهد,هستم,که,تو,زایمان,طبیعی,تجربه,زیادی,داشته,باشه,.
O,O,O,B-expertise,B-user-score,O,B-city,O,O,O,B-expertise,I-expertise,B-experience,O,O,O,O
می,خوام,برای,مشکل,کمردردم,به,یک,دکتر,ارتوپد,با,تجربه,در,رشت,مراجعه,کنم,،,کسی,رو,می,شناسید,؟
O,O,O,O,B-problem,O,O,O,B-expertise,O,B-experience,O,B-city,O,O,O,O,O,O,O,O
یک,دندانپزشک,خوب,در,اصفهان,می,خوام,که,عصب,کشی,رو,بدون,درد,و,با,دقت,انجام,بده,.
O,B-expertise,B-user-score,O,B-city,O,O,O,B-problem,I-problem,O,O,O,O,O,O,O,O,O
برای,بررسی,مشکل,آلرژی,ام,به,دنبال,یک,متخصص,آلرژی,و,ایمونولوژی,خوب,در,تبریز,هستم,،,کی,رو,پیشنهاد,می,دید,؟
